DateTime,Entries,UniqueIPs
1528208490,1562,1562
1528212988,1561,1561
1528213883,1560,1560
1528215684,1561,1561
1528222878,1563,1563
1528230073,1562,1562
1528232790,1559,1559
1528237290,1559,1559
1528244476,1560,1560
1528247182,1559,1559
1528248082,1558,1558
1528251698,1556,1556
1528258888,1553,1553
1528266093,1553,1553
1528273282,1554,1554
1528280485,1558,1558
1528287830,1543,1543
1528291344,1539,1539
1528292189,1548,1548
1528294885,1548,1548
1528302090,1549,1549
1528309290,1547,1547
1528318284,1548,1548
1528322792,1551,1551
1528324598,1549,1549
1528329995,1549,1549
1528332693,1550,1550
1528338082,1544,1544
1528341683,1543,1543
1528342588,1542,1542
1528344379,1541,1541
1528345284,1542,1542
1528348876,1540,1540
1528352482,1542,1542
1528359700,1541,1541
1528366885,1546,1546
1528374104,1546,1546
1528375012,1543,1543
1528377696,1539,1539
1528381301,1535,1535
1528388497,1538,1538
1528395692,1542,1542
1528402889,1538,1538
1528410099,1539,1539
1528417290,1539,1539
1528419990,1538,1538
1528422688,1537,1537
1528424498,1531,1531
1528426293,1530,1530
1528427188,1528,1528
1528431693,1531,1531
1528435290,1532,1532
1528437978,1530,1530
1528438896,1530,1530
1528446092,1526,1526
1528453296,1525,1525
1528460637,1524,1524
1528461532,1517,1517
1528464995,1523,1523
1528467682,1523,1523
1528474893,1521,1521
1528482121,1523,1523
1528489301,1518,1518
1528496505,1518,1518
1528503696,1519,1519
1528510886,1516,1516
1528518090,1514,1514
1528525284,1514,1514
1528532490,1507,1507
1528539693,1508,1508
1528546897,1507,1507
1528551393,1500,1500
1528554076,1500,1500
1528558583,1499,1499
1528561291,1505,1505
1528568493,1504,1504
1528575713,1500,1500
1528580185,1499,1499
1528582901,1500,1500
1528590088,1501,1501
1528597288,1497,1497
1528604488,1497,1497
1528611695,1499,1499
1528618895,1497,1497
1528626094,1497,1497
1528633432,1490,1490
1528636909,1495,1495
1528640497,1497,1497
1528647688,1496,1496
1528654898,1497,1497
1528662080,1497,1497
1528669291,1497,1497
1528676488,1496,1496
1528683686,1494,1494
1528690892,1497,1497
1528698105,1497,1497
1528705281,1497,1497
1528712494,1501,1501
1528718804,1508,1508
1528719687,1510,1510
1528723283,1505,1505
1528726888,1502,1502
1528734092,1500,1500
1528741292,1501,1501
1528748497,1498,1498
1528754789,1499,1499
1528755695,1496,1496
1528758403,1495,1495
1528759290,1496,1496
1528762887,1497,1497
1528764694,1496,1496
1528769180,1497,1497
1528770091,1490,1490
1528771884,1491,1491
1528774603,1492,1492
1528777293,1497,1497
1528784487,1497,1497
1528787195,1498,1498
1528791688,1499,1499
1528798884,1502,1502
1528805289,1494,1494
1528806243,1491,1491
1528810592,1494,1494
1528813305,1497,1497
1528815096,1497,1497
1528817802,1498,1498
1528820507,1507,1507
1528827703,1507,1507
1528834905,1506,1506
1528836691,1504,1504
1528838491,1503,1503
1528839391,1502,1502
1528841182,1501,1501
1528842092,1502,1502
1528845692,1502,1502
1528849291,1504,1504
1528856492,1500,1500
1528863695,1502,1502
1528869089,1501,1501
1528870903,1502,1502
1528878094,1506,1506
1528885288,1508,1508
1528892496,1509,1509
1528896987,1502,1502
1528900772,1500,1500
1528902405,1505,1505
1528906889,1504,1504
1528911390,1504,1504
1528912293,1503,1503
1528914106,1503,1503
1528921298,1499,1499
1528928488,1498,1498
1528935683,1496,1496
1528942886,1490,1490
1528950093,1491,1491
1528956400,1490,1490
1528957306,1485,1485
1528960900,1486,1486
1528964495,1483,1483
1528971685,1494,1494
1528979029,1491,1491
1528982493,1503,1503
1528986098,1509,1509
1528993290,1508,1508
1529000491,1510,1510
1529007692,1508,1508
1529014890,1509,1509
1529021193,1508,1508
1529022091,1508,1508
1529024802,1509,1509
1529027501,1510,1510
1529029289,1507,1507
1529036495,1508,1508
1529043717,1504,1504
1529050904,1504,1504
1529058088,1505,1505
1529061695,1504,1504
1529066190,1502,1502
1529068902,1513,1513
1529069795,1508,1508
1529072489,1511,1511
1529073380,1510,1510
1529075191,1511,1511
1529079691,1509,1509
1529086888,1507,1507
1529094097,1513,1513
1529094993,1512,1512
1529100388,1511,1511
1529101309,1512,1512
1529104893,1513,1513
1529108501,1511,1511
1529115693,1504,1504
