DateTime,AddedIPs,RemovedIPs
1530020901,62,79
1530021866,63,0
1530022836,95,129
1530023775,44,0
1530024768,47,142
1530025705,52,33
1530026665,57,85
1530027635,76,57
1530028580,79,0
1530029564,64,137
1530030504,65,69
1530031468,41,0
1530032445,48,121
1530033372,44,49
1530034356,32,61
1530035292,32,0
1530036269,41,69
1530037228,45,128
1530038173,56,0
1530039147,42,156
1530040114,405,0
1530041084,69,147
1530042014,48,0
1530042985,48,58
1530043940,54,104
1530044903,62,72
1530045884,54,98
1530046830,56,54
1530047785,43,91
1530048749,21,0
1530049698,34,1498
1530050743,37,212
1530051878,49,0
1530052812,51,0
1530053783,49,92
1530054752,56,16
1530055689,62,157
1530056676,49,69
1530057629,37,54
1530058570,48,106
1530059636,58,50
1530061010,57,47
1530061938,32,80
1530062912,37,61
1530063869,34,50
1530064828,40,86
1530065780,29,41
1530066750,24,88
1530067697,32,84
1530068655,48,57
1530069626,47,55
1530070571,52,100
1530071543,44,57
1530072497,53,66
1530073487,36,75
1530074416,47,72
1530075371,38,47
1530076351,47,59
1530077316,55,39
1530078258,34,55
1530079266,60,84
1530080170,48,36
1530081141,49,70
1530082099,55,38
1530083063,37,69
1530084016,54,14
1530084976,31,70
1530085939,58,63
1530086902,41,74
1530087878,61,64
1530088814,46,55
1530089784,52,77
1530090736,39,53
1530091690,58,86
1530092692,61,56
1530093622,69,86
1530094583,73,36
1530095541,62,90
1530096534,63,105
1530097459,60,86
1530098411,56,50
1530099390,45,66
1530100335,41,42
1530101303,34,76
1530102283,57,67
1530103391,63,58
1530104433,60,73
1530105368,52,60
1530106332,43,83
1530107310,39,51
1530108262,64,76
1530109216,58,55
1530110182,62,68
1530111143,46,68
1530112112,35,56
1530113079,45,42
1530114014,34,62
1530114982,51,60
1530115963,42,75
1530116904,38,44
1530117855,39,18
1530118825,51,221
1530119774,45,49
1530120755,26,55
1530121691,27,26
1530122681,34,77
1530123611,29,87
1530124829,62,86
1530125772,45,0
1530126738,352,54
1530127704,61,105
1530128703,41,84
1530130847,58,143
1530131790,53,128
1530132769,50,0
1530133712,41,0
1530134679,30,79
1530135612,45,61
1530136584,34,1632
1530137535,57,0
1530138507,46,95
1530139437,40,0
1530140441,55,154
1530141376,46,0
1530142386,53,118
1530143295,48,0
1530144260,56,104
1530145226,56,32
1530146170,48,0
1530147132,48,36
1530148365,67,80
1530149305,51,34
1530150280,53,41
1530151220,59,56
1530152190,56,78
1530153169,64,34
1530154097,66,45
1530155067,58,41
1530156009,66,45
1530156994,53,56
1530157964,47,85
1530158894,40,40
1530159883,36,36
1530160811,44,59
1530161779,44,53
1530162743,46,52
1530163692,41,42
1530164714,40,63
1530165627,45,77
1530166591,39,49
1530167545,41,68
1530168498,26,165
1530169485,33,97
1530170410,40,98
1530171408,33,81
1530172341,23,126
1530173302,25,77
1530174312,40,97
1530175502,67,128
1530176422,70,104
1530177371,75,97
1530178351,63,223
1530179291,43,118
1530180258,44,63
1530181223,52,88
1530182413,70,36
1530183387,49,74
1530184353,54,95
1530185295,60,73
1530186283,49,87
1530187229,55,101
1530188184,41,105
1530189134,45,135
1530190096,47,126
1530191080,54,134
1530192009,40,185
1530192986,47,149
1530194001,47,89
1530195140,40,1
1530196103,54,7
1530197084,28,11
1530198030,22,0
1530198984,25,4
1530199950,27,13
1530200892,26,0
1530201855,32,83
1530202823,37,84
1530203770,42,142
1530204734,60,216
1530205727,51,106
1530206652,36,107
1530207616,37,103
1530208586,54,117
1530209553,50,98
1530210490,62,105
1530211742,55,91
1530212659,45,133
1530213616,69,238
1530214594,58,209
1530215547,55,174
1530217497,58,297
1530218412,51,120
1530219373,48,182
1530220374,44,227
1530221338,41,209
1530222328,43,153
1530223244,44,1498
1530224180,48,103
1530226103,55,106
1530227054,52,89
1530228019,48,132
1530228990,56,114
1530230303,56,95
1530231304,39,77
1530232405,62,157
1530233449,53,94
1530234499,83,73
1530235605,72,68
1530237051,56,42
1530238420,42,140
1530239471,33,92
1530240638,34,74
1530241893,34,143
1530242908,59,61
1530244104,50,35
1530245108,63,125
1530246020,53,135
1530247593,52,137
1530248662,53,164
1530249617,59,0
1530250580,58,109
1530251538,77,53
1530253034,57,189
1530254200,54,19
1530255142,45,143
1530256099,51,161
1530257088,69,33
1530258029,10,2
1530258991,60,69
1530260128,72,173
1530261148,74,128
1530262089,62,53
1530263124,51,76
1530264260,46,170
1530265232,74,111
1530266185,56,104
1530267136,63,0
1530268092,55,37
1530269069,57,168
1530270042,41,157
1530270977,34,0
1530271979,56,237
1530272904,45,0
1530273905,49,212
1530274821,37,0
1530275796,50,228
1530276731,40,0
1530277704,58,202
1530278655,51,0
1530279621,50,182
1530280584,51,0
1530281537,52,221
1530282488,49,0
1530283467,47,78
1530284411,47,52
1530285373,34,209
1530286863,46,152
1530287776,43,29
1530288747,49,154
1530289707,59,179
1530290694,67,67
1530291616,32,190
1530292609,59,115
1530293538,59,123
1530294496,64,73
1530295523,55,158
1530296797,69,78
1530297774,65,142
1530299326,56,229
1530300556,45,115
1530301495,56,65
1530302425,40,141
1530303388,58,54
1530304360,41,127
1530305319,43,126
1530306289,49,113
1530307209,35,98
1530308184,46,101
1530309165,47,45
1530310097,51,1595
1530311054,52,184
1530312012,77,0
1530312984,69,26
1530313945,66,226
1530314889,46,83
1530315867,0,136
1530317774,72,245
1530318749,70,137
1530319705,64,63
1530320657,64,138
1530321628,80,142
1530322572,0,82
1530323592,95,135
1530324521,84,148
1530325459,74,124
1530326412,80,109
1530327640,71,211
1530328576,69,4
1530329536,78,0
1530330531,85,342
1530331463,82,0
1530332427,90,103
1530333388,53,212
1530334382,58,197
1530335300,39,50
1530336271,63,145
1530337216,54,55
1530338176,65,0
1530339158,61,193
1530340092,57,87
1530341086,42,532
1530342029,48,0
1530342989,67,67
1530343940,65,0
1530344894,46,31
1530345873,65,77
1530346830,60,26
1530347819,52,44
1530348770,67,42
1530349699,58,31
1530350658,67,0
1530351640,67,76
1530352584,61,0
1530353539,72,47
1530355225,75,81
1530356667,52,62
1530357607,61,23
1530358570,68,48
1530359543,77,27
1530360741,51,35
1530361738,74,40
1530362671,56,34
1530363617,40,37
1530364587,56,42
1530365800,52,40
1530366749,41,21
1530367697,50,30
1530368686,41,23
1530369650,48,22
1530370571,63,23
1530371546,40,31
1530372508,64,15
1530373476,31,28
1530374458,71,21
1530375374,49,23
1530376336,49,16
1530377320,56,18
1530378260,43,0
1530379209,54,30
1530380246,32,22
1530381365,34,25
1530382343,34,21
1530383342,51,27
1530384256,41,19
1530385232,60,23
1530386172,389,169
1530387131,47,25
1530388110,55,27
1530389057,39,24
